param	n	pearson	p	sigma
gudP	589	-0.1063	0.6891	2.5891
queF	589	-0.06873	0.7924	1.6692
sdaC	589	0.1969	0.0001663	4.8658
sdaB	589	-0.002153	0.9482	0.0522
fucO	589	-0.229	2.354e-06	5.6988
fucA	589	-0.2754	1.313e-09	6.9402
fucP	589	-0.2397	4.811e-07	5.9817
fucI	589	0.2676	5.144e-09	6.7296
fucK	589	-0.05964	0.8528	1.4476
csdA	589	-0.2791	6.694e-10	7.0420
mltA	589	0.2736	1.816e-09	6.8907
amiC	589	0.1662	0.005067	4.0835
argA	589	-0.3787	1.195e-19	9.9128
thyA	589	0.2157	1.5e-05	5.3516
lplT	589	0.373	5.534e-19	9.7397
aas	589	0.01085	0.9464	0.2628
lysA	589	-0.171	0.003099	4.2047
araE	589	0.3216	1.375e-13	8.2291
glyU	589	0.148	0.02857	3.6266
xdhA	589	-0.008348	0.9472	0.2023
xdhB	589	-0.041	0.9152	0.9941
xdhC	589	-0.2442	2.42e-07	6.1003
ygeX	589	-0.2011	9.912e-05	4.9741
yqeA	589	-0.03177	0.9304	0.7702
mocA	589	-0.2128	2.194e-05	5.2776
xanQ	589	-0.04692	0.9012	1.1381
guaD	589	-0.3714	8.542e-19	9.6903
idi	589	0.3471	3.925e-16	8.9681
lysS	589	0.1158	0.3676	2.8236
dsbC	589	0.1831	0.0008379	4.5118
fldB	589	-0.1366	0.07626	3.3403
bglA	589	-0.3386	3.003e-15	8.7175
gcvP	589	0.06851	0.7943	1.6637
gcvH	589	0.3819	4.978e-20	10.0106
gcvT	589	0.3844	2.443e-20	10.0894
ubiH	589	-0.1676	0.004407	4.1183
fau	589	-0.01654	0.9439	0.4007
serA	589	0.0249	0.9379	0.6034
rpiA	589	0.2894	9.909e-11	7.3239
scpA	589	-0.1341	0.09344	3.2781
scpB	589	0.1413	0.05139	3.4582
scpC	589	-0.2215	6.723e-06	5.5045
argO	589	-0.3488	2.606e-16	9.0179
fbaA	589	-0.1193	0.2872	2.9106
pgk	589	0.107	0.6584	2.6067
epd	589	-0.1369	0.07444	3.3477
yggF	589	0.1306	0.1231	3.1918
tktA	589	-0.3329	1.1e-14	8.5544
speB	589	0.3145	6.37e-13	8.0262
speA	589	0.005033	0.9478	0.1219
metK	589	-0.1149	0.3908	2.8016
galP	589	0.09993	0.01548	2.4332
gshB	589	-0.07758	0.6959	1.8852
rdgB	589	0.2146	1.726e-05	5.3243
ansB	589	-0.06409	0.827	1.5559
mltC	589	0.2009	0.000102	4.9681
nupG	589	0.08177	0.6295	1.9879
speC	589	0.05801	0.8609	1.4078
glcA	589	-0.004156	0.948	0.1007
glcB	589	-0.1608	0.008633	3.9482
glcD	589	-0.2483	1.272e-07	6.2094
pitB	589	-0.1349	0.08745	3.2985
gss	589	-0.09522	0.2504	2.3175
hybC	589	-0.111	0.5061	2.7067
hybB	589	-0.153	0.0182	3.7509
hybA	589	0.08922	0.4598	2.1704
hybO	589	0.06196	0.8401	1.5040
yghZ	589	0.1148	0.3931	2.7995
exbD	589	-0.08898	0.4667	2.1645
exbB	589	0.206	5.346e-05	5.1004
metC	589	-0.1571	0.01243	3.8531
dkgA	589	-0.08567	0.5506	2.0833
plsC	589	-0.01799	0.9431	0.4360
mdaB	589	-0.2195	8.944e-06	5.4506
ygiN	589	-0.05653	0.8677	1.3719
nudF	589	-0.04999	0.8922	1.2126
tolC	589	0.05774	0.8622	1.4012
zupT	589	-0.2986	1.661e-11	7.5790
ribB	589	0.0452	0.9057	1.0962
rfaE	589	0.09336	0.3245	2.2718
bacA	589	-0.2676	5.14e-09	6.7297
folB	589	-0.0155	0.9444	0.3756
ygiH	589	0.135	0.08677	3.3009
ttdA	589	-0.04022	0.9168	0.9754
ttdB	589	-0.1951	0.0002078	4.8186
ttdT	589	-0.07022	0.7794	1.7054
sstT	589	-0.4738	3.454e-33	13.0360
uxaA	589	-0.1588	0.01049	3.8976
uxaC	589	-0.07699	0.704	1.8709
exuT	589	-0.269	4.048e-09	6.7670
tdcE	589	0.1647	0.00587	4.0466
tdcD	589	-0.1929	0.0002693	4.7630
tdcC	589	-0.1235	0.2114	3.0153
tdcB	589	-0.192	0.0002994	4.7400
garK	589	0.3082	2.37e-12	7.8486
garR	589	0.2668	5.885e-09	6.7085
garL	589	0.2312	1.698e-06	5.7580
garP	589	-0.1916	0.0003139	4.7298
garD	589	-0.1796	0.001236	4.4227
kbaZ	589	0.03352	0.928	0.8127
kbaY	589	-0.0399	0.9174	0.9675
mtr	589	-0.2439	2.523e-07	6.0931
argG	589	-0.3771	1.858e-19	9.8632
glmM	589	0.0533	0.8808	1.2932
folP	589	0.2262	3.521e-06	5.6250
dacB	589	0.1779	0.001488	4.3795
ispB	589	-0.3093	1.897e-12	7.8789
murA	589	0.1276	0.1548	3.1181
yrbG	589	0.3457	5.517e-16	8.9266
kdsD	589	-0.1171	0.3342	2.8575
kdsC	589	0.04922	0.8946	1.1939
lptC	589	0.02196	0.9404	0.5322
lptA	589	0.2611	1.554e-08	6.5545
lptB	589	0.2842	2.611e-10	7.1821
gltB	589	-0.005735	0.9477	0.1389
gltD	589	0.1325	0.1063	3.2381
nanK	589	0.09024	0.4298	2.1953
nanE	589	0.3724	6.415e-19	9.7229
nanT	589	0.2853	2.143e-10	7.2113
nanA	589	-0.08248	0.6165	2.0052
mdh	589	0.103	0.8432	2.5091
accB	589	0.1986	0.0001347	4.9102
accC	589	0.2128	2.214e-05	5.2758
panF	589	-0.2909	7.408e-11	7.3659
acrE	589	-0.3157	4.884e-13	8.0616
acrF	589	-0.332	1.346e-14	8.5287
aroE	589	-0.3444	7.548e-16	8.8882
fmt	589	0.3116	1.161e-12	7.9455
trkA	589	-0.1457	0.03517	3.5678
kefB	589	0.2993	1.442e-11	7.5988
argD	589	-0.3339	8.723e-15	8.5837
pabA	589	0.321	1.567e-13	8.2120
nirB	589	0.1034	0.8253	2.5178
nirD	589	0.3013	9.517e-12	7.6569
nirC	589	0.1168	0.342	2.8493
cysG	589	-0.2241	4.697e-06	5.5716
frlA	589	-0.2844	2.542e-10	7.1861
frlB	589	-0.2258	3.693e-06	5.6162
frlD	589	-0.1978	0.0001497	4.8880
yhfW	589	-0.2948	3.456e-11	7.4752
trpS	589	-0.3569	3.54e-17	9.2571
gph	589	0.2672	5.515e-09	6.7186
rpe	589	-0.2717	2.542e-09	6.8390
aroB	589	0.1768	0.001664	4.3533
aroK	589	0.2966	2.454e-11	7.5238
mrcA	589	0.01201	0.946	0.2911
nudE	589	-0.2731	1.982e-09	6.8773
pck	589	-0.1928	0.0002725	4.7604
feoB	589	-0.3233	9.561e-14	8.2766
bioH	589	-0.0667	0.8086	1.6195
gntT	589	-0.06963	0.7847	1.6911
malQ	589	0.1762	0.001786	4.3366
malP	589	-0.07887	0.6772	1.9169
glpE	589	-0.1011	0.9494	2.4610
glpD	589	-0.1908	0.0003454	4.7090
glgP	589	-0.03596	0.9243	0.8718
glgA	589	-0.1348	0.08783	3.2972
glgC	589	-0.0003021	0.9482	0.0073
glgX	589	-0.03218	0.9299	0.7800
glgB	589	-0.07356	0.7458	1.7871
asd	589	-0.1443	0.0396	3.5339
gntU_1	589	0.2122	2.394e-05	5.2604
gntK	589	-0.2974	2.102e-11	7.5457
ggt	589	0.02364	0.939	0.5730
ugpQ	589	0.1532	0.01781	3.7567
ugpC	589	0.2789	6.957e-10	7.0362
ugpE	589	0.2252	4.027e-06	5.6002
ugpA	589	-0.2117	2.537e-05	5.2490
ugpB	589	0.1716	0.002908	4.2201
livF	589	-0.1772	0.001603	4.3621
livG	589	-0.001981	0.9482	0.0480
livM	589	-0.3604	1.478e-17	9.3602
livH	589	-0.1044	0.776	2.5423
livK	589	-0.3227	1.075e-13	8.2612
livJ	589	-0.1581	0.0112	3.8804
zntA	589	0.308	2.478e-12	7.8426
acpT	589	-0.1612	0.008372	3.9561
nikA	589	0.2299	2.056e-06	5.7235
nikB	589	0.1338	0.09564	3.2709
nikC	589	0.2242	4.658e-06	5.5732
nikD	589	0.3194	2.211e-13	8.1667
nikE	589	-0.08951	0.4516	2.1774
pitA	589	0.2709	2.921e-09	6.8175
dtpB	589	0.1241	0.2019	3.0306
gor	589	-0.3162	4.392e-13	8.0758
arsB	589	-0.3489	2.556e-16	9.0202
arsC	589	0.05903	0.8559	1.4327
gadA	589	-0.04813	0.8978	1.1674
treF	589	0.2366	7.668e-07	5.8999
kdgK	589	0.1877	0.0004924	4.6310
dctA	589	0.0564	0.8683	1.3686
dppF	589	-0.02979	0.9328	0.7220
dppD	589	-0.008254	0.9472	0.2000
dppC	589	-0.2564	3.438e-08	6.4262
dppB	589	0.1367	0.07524	3.3444
dppA	589	-0.1702	0.003356	4.1853
proK	589	0.2339	1.147e-06	5.8285
eptB	589	0.2105	2.972e-05	5.2178
bisC	589	-0.3878	9.437e-21	10.1942
ghrB	589	-0.09009	0.4344	2.1917
glyS	589	0.1764	0.001744	4.3423
glyQ	589	0.06096	0.8458	1.4796
xylB	589	-0.1888	0.0004341	4.6589
xylA	589	-0.1748	0.002076	4.3010
xylF	589	-0.2038	7.051e-05	5.0441
xylG	589	-0.2022	8.625e-05	5.0028
xylH	589	-0.2565	3.355e-08	6.4301
malS	589	0.2101	3.148e-05	5.2064
avtA	589	-0.3015	9.295e-12	7.6602
yiaK	589	-0.308	2.44e-12	7.8447
yiaM	589	-0.1992	0.0001248	4.9262
yiaN	589	-0.3619	1.012e-17	9.4046
yiaO	589	-0.00644	0.9476	0.1560
lyxK	589	-0.1692	0.003746	4.1584
sgbH	589	-0.2726	2.165e-09	6.8637
sgbE	589	-0.2451	2.083e-07	6.1259
aldB	589	0.05289	0.8823	1.2833
selA	589	-0.2478	1.366e-07	6.1975
mtlA	589	0.04114	0.9149	0.9977
mtlD	589	-0.2204	7.909e-06	5.4739
lldP	589	-0.02745	0.9354	0.6653
lldD	589	-0.0929	0.3412	2.2606
cysE	589	-0.09123	0.3987	2.2196
gpsA	589	0.2495	1.049e-07	6.2418
grxC	589	0.2857	1.982e-10	7.2228
gpmM	589	-0.04081	0.9156	0.9897
tdh	589	0.009288	0.9469	0.2250
kbl	589	0.5158	7.309e-41	14.5855
rfaD	589	-0.009071	0.947	0.2198
waaF	589	-0.2355	9.041e-07	5.8708
waaC	589	0.01989	0.9419	0.4821
rfaL	589	-0.2741	1.659e-09	6.9046
waaK	589	-0.3325	1.215e-14	8.5418
rfaZ	589	-0.3106	1.439e-12	7.9165
waaY	589	-0.04406	0.9085	1.0686
waaJ	589	-0.2608	1.657e-08	6.5443
waaI	589	-0.2958	2.858e-11	7.5022
waaB	589	-0.1986	0.0001351	4.9096
rfaS	589	-0.2167	1.299e-05	5.3793
waaP	589	-0.1013	0.9344	2.4675
waaG	589	-0.1921	0.0002964	4.7422
waaQ	589	-0.04218	0.9127	1.0229
waaA	589	0.2043	6.605e-05	5.0575
coaD	589	0.1753	0.001969	4.3136
dfp	589	-0.2618	1.396e-08	6.5717
dut	589	-0.3069	3.083e-12	7.8127
pyrE	589	-0.04069	0.9158	0.9868
gmk	589	0.08925	0.4591	2.1710
spoT	589	-0.04724	0.9004	1.1457
gltS	589	-0.2609	1.622e-08	6.5476
xanP	589	-0.4776	7.986e-34	13.1690
ade	589	-0.2032	7.629e-05	5.0280
uhpT	589	0.05037	0.891	1.2218
ilvN	589	-0.267	5.743e-09	6.7123
ilvB	589	-0.3617	1.047e-17	9.4005
yidK	589	0.006867	0.9475	0.1664
dgoT	589	-0.2719	2.418e-09	6.8467
dgoK	589	-0.3241	8.024e-14	8.2994
tnaA	589	0.08665	0.5275	2.1074
tnaB	589	0.227	3.108e-06	5.6480
purP	589	0.06118	0.8446	1.4850
bglF	589	-0.3897	5.597e-21	10.2513
pstB	589	-0.4425	3.403e-28	11.9558
pstA	589	-0.2137	1.967e-05	5.2989
pstC	589	-0.389	6.836e-21	10.2294
pstS	589	-0.4696	1.76e-32	12.8869
glmS	589	0.3017	8.898e-12	7.6663
glmU	589	0.3315	1.522e-14	8.5132
atpC	589	0.1819	0.0009582	4.4812
atpD	589	0.01839	0.9428	0.4455
atpG	589	0.1548	0.01542	3.7956
atpA	589	-0.1827	0.0008724	4.5026
atpH	589	0.2136	1.97e-05	5.2986
atpF	589	0.1888	0.0004359	4.6580
atpE	589	0.172	0.002775	4.2315
atpB	589	0.2418	3.46e-07	6.0388
atpI	589	0.1836	0.0007855	4.5264
asnA	589	-0.1854	0.0006465	4.5703
kup	589	-0.2422	3.292e-07	6.0474
rbsD	589	-0.03403	0.9273	0.8249
rbsA	589	-0.05217	0.8849	1.2657
rbsC	589	0.2213	6.92e-06	5.4991
rbsB	589	0.1448	0.03806	3.5453
rbsK	589	-0.07952	0.6672	1.9327
ilvE	589	-0.1569	0.01257	3.8500
ilvD	589	-0.3036	5.997e-12	7.7211
ilvA	589	-0.1094	0.5617	2.6676
ilvC	589	-0.2395	4.991e-07	5.9752
gpp	589	0.1329	0.1024	3.2495
trxA	589	0.04039	0.9165	0.9793
rfe	589	-0.2939	4.142e-11	7.4494
wzzE	589	0.2396	4.844e-07	5.9805
rffE	589	0.2073	4.551e-05	5.1329
rffD	589	-0.2419	3.429e-07	6.0404
rffG	589	-0.1153	0.3799	2.8118
rffH	589	0.3262	4.986e-14	8.3610
rffC	589	-0.08301	0.6064	2.0182
rffA	589	-0.1665	0.004903	4.0918
wzxE	589	0.2812	4.534e-10	7.1003
wzyE	589	-0.1273	0.1595	3.1084
rffM	589	0.124	0.2031	3.0287
hemX	589	0.1714	0.002957	4.2161
hemD	589	0.04657	0.9022	1.1296
hemC	589	-0.2658	7.063e-09	6.6798
cyaA	589	-0.3873	1.08e-20	10.1793
cyaY	589	0.2958	2.864e-11	7.5019
dapF	589	0.1792	0.001293	4.4122
corA	589	-0.2887	1.112e-10	7.3071
pldA	589	-0.1217	0.2411	2.9709
rhtC	589	0.04387	0.9089	1.0640
rhtB	589	-0.4502	2.255e-29	12.2169
pldB	589	-0.05151	0.8872	1.2496
yigL	589	0.3611	1.214e-17	9.3833
metE	589	-0.1494	0.02526	3.6609
udp	589	0.5528	1.005e-48	16.0703
ubiE	589	-0.0761	0.7156	1.8492
ubiB	589	0.4308	1.827e-26	11.5647
ubiD	589	0.08111	0.6412	1.9715
fre	589	0.2322	1.464e-06	5.7848
fadA	589	0.1994	0.0001225	4.9301
fadB	589	-0.2676	5.193e-09	6.7281
trkH	589	0.0801	0.658	1.9469
hemG	589	-0.2694	3.793e-09	6.7771
alaT	589	0.3422	1.284e-15	8.8229
mobB	589	-0.329	2.701e-14	8.4399
mobA	589	-0.02975	0.9329	0.7211
dsbA	589	0.2981	1.809e-11	7.5669
hemN	589	-0.1926	0.000278	4.7561
glnA	589	-0.01662	0.9439	0.4028
ompL	589	-0.2937	4.259e-11	7.4454
yihU	589	-0.1471	0.03104	3.6032
fdoI	589	0.2618	1.393e-08	6.5720
fdoH	589	0.2705	3.12e-09	6.8074
fdoG	589	0.3963	8.24e-22	10.4587
rhaD	589	-0.199	0.0001286	4.9199
rhaA	589	-0.3543	6.813e-17	9.1792
rhaB	589	-0.2985	1.674e-11	7.5778
rhaT	589	-0.3025	7.557e-12	7.6890
sodA	589	-0.1008	0.9625	2.4554
kdgT	589	-0.2888	1.099e-10	7.3088
fieF	589	0.04203	0.9131	1.0192
pfkA	589	0.1578	0.01154	3.8726
sbp	589	-0.125	0.1893	3.0522
cdh	589	-0.3388	2.826e-15	8.7250
tpiA	589	0.145	0.03751	3.5494
fpr	589	0.2912	6.93e-11	7.3756
glpX	589	-0.2125	2.292e-05	5.2690
glpK	589	0.1766	0.001717	4.3460
glpF	589	-0.09437	0.2854	2.2966
menA	589	0.2174	1.194e-05	5.3955
metB	589	0.06475	0.8225	1.5720
metL	589	-0.03984	0.9175	0.9661
metF	589	-0.4068	3.712e-23	10.7876
katG	589	0.08975	0.4445	2.1834
gldA	589	0.2653	7.653e-09	6.6671
fsaB	589	-0.2793	6.483e-10	7.0468
pflD	589	-0.2515	7.593e-08	6.2957
pflC	589	0.1872	0.0005243	4.6171
ppc	589	-0.2935	4.443e-11	7.4394
argE	589	-0.009197	0.9469	0.2228
argC	589	-0.1995	0.0001204	4.9336
argB	589	-0.1397	0.05885	3.4182
argH	589	-0.4579	1.425e-30	12.4785
sthA	589	0.174	0.002254	4.2814
btuB	589	-0.05768	0.8625	1.3997
murI	589	-0.3162	4.367e-13	8.0765
murB	589	0.2483	1.257e-07	6.2114
coaA	589	-0.06478	0.8224	1.5727
thiH	589	-0.1724	0.002664	4.2413
thiG	589	-0.1682	0.004116	4.1352
thiF	589	-0.1198	0.2763	2.9240
thiE	589	-0.2305	1.89e-06	5.7387
thiC	589	-0.2534	5.614e-08	6.3457
nudC	589	-0.2861	1.821e-10	7.2351
hemE	589	0.3193	2.277e-13	8.1628
purD	589	0.04276	0.9115	1.0369
purH	589	-0.412	7.42e-24	10.9554
metA	589	-0.272	2.376e-09	6.8494
aceB	589	-0.2869	1.58e-10	7.2560
aceA	589	-0.1957	0.0001916	4.8358
metH	589	-0.1806	0.001102	4.4492
lysC	589	-0.34	2.141e-15	8.7596
pgi	589	-0.1413	0.05126	3.4589
xylE	589	-0.2496	1.025e-07	6.2456
malG	589	-0.005335	0.9478	0.1293
malF	589	-0.06152	0.8426	1.4935
malE	589	0.06656	0.8097	1.6162
malK	589	0.1315	0.1147	3.2140
lamB	589	0.1557	0.01413	3.8190
ubiC	589	0.3203	1.825e-13	8.1919
ubiA	589	0.4001	2.761e-22	10.5756
plsB	589	-0.1992	0.0001255	4.9250
dgkA	589	-0.04089	0.9155	0.9915
alr	589	-0.3369	4.398e-15	8.6698
tyrB	589	-0.4254	1.049e-25	11.3899
aphA	589	-0.179	0.001318	4.4077
actP	589	-0.05572	0.8712	1.3521
acs	589	-0.1728	0.002575	4.2495
nrfA	589	-0.1253	0.1848	3.0600
nrfB	589	-0.242	3.376e-07	6.0431
nrfC	589	0.3373	4.033e-15	8.6807
nrfD	589	0.07553	0.7228	1.8352
gltP	589	-0.1807	0.001093	4.4511
fdhF	589	-0.1798	0.001203	4.4288
alsK	589	-0.2635	1.039e-08	6.6187
alsE	589	-0.2488	1.162e-07	6.2246
alsC	589	-0.02489	0.9379	0.6032
alsA	589	-0.08043	0.6526	1.9550
alsB	589	-0.2577	2.769e-08	6.4614
rpiB	589	-0.06064	0.8475	1.4719
phnN	589	0.1519	0.02007	3.7243
proP	589	-0.02943	0.9333	0.7134
adiC	589	-0.1313	0.1165	3.2090
adiA	589	-0.2063	5.117e-05	5.1092
melA	589	0.5106	7.451e-40	14.3882
melB	589	-0.08414	0.5838	2.0459
fumB	589	-0.2378	6.387e-07	5.9321
dcuB	589	-0.1289	0.1407	3.1490
lysU	589	0.117	0.3368	2.8547
yjdL	589	0.1999	0.0001157	4.9420
cadA	589	-0.06404	0.8273	1.5547
cadB	589	-0.005712	0.9477	0.1384
dipZ	589	-0.3063	3.506e-12	7.7950
dcuA	589	0.2856	1.999e-10	7.2215
aspA	589	0.2682	4.639e-09	6.7457
frdD	589	0.1205	0.2629	2.9412
frdC	589	0.3311	1.658e-14	8.5023
frdB	589	0.3672	2.522e-18	9.5660
frdA	589	0.3558	4.672e-17	9.2242
psd	589	0.04818	0.8977	1.1687
rsgA	589	0.3186	2.62e-13	8.1443
amiB	589	0.249	1.13e-07	6.2293
purA	589	0.07929	0.6708	1.9271
ulaG	589	-0.3047	4.808e-12	7.7516
ulaA	589	-0.05656	0.8676	1.3725
ulaB	589	-0.03524	0.9255	0.8544
ulaC	589	0.3135	7.812e-13	7.9988
ulaD	589	0.05911	0.8555	1.4347
ulaE	589	0.1858	0.0006178	4.5805
ulaF	589	-0.1347	0.08894	3.2933
cycA	589	-0.2156	1.526e-05	5.3481
ytfE	589	-0.2265	3.363e-06	5.6335
cpdB	589	-0.1896	0.0003974	4.6783
cysQ	589	0.3112	1.263e-12	7.9342
msrA	589	-0.07202	0.7621	1.7495
ppa	589	0.1489	0.02632	3.6494
ytfQ	589	-0.07081	0.7739	1.7199
ytfT	589	0.3529	9.565e-17	9.1386
yjfF	589	0.3746	3.626e-19	9.7877
fbp	589	0.2189	9.652e-06	5.4361
mpl	589	0.2502	9.281e-08	6.2623
nrdG	589	-0.2135	2.014e-05	5.2942
nrdD	589	-0.0699	0.7823	1.6977
treC	589	0.2627	1.2e-08	6.5958
treB	589	0.2561	3.615e-08	6.4180
mgtA	589	-0.01797	0.9431	0.4355
pyrI	589	-0.2185	1.023e-05	5.4249
pyrB	589	-0.2255	3.87e-06	5.6076
argI	589	-0.2107	2.908e-05	5.2221
valS	589	0.3108	1.375e-12	7.9226
lptF	589	-0.2188	9.791e-06	5.4334
lptG	589	-0.2345	1.055e-06	5.8433
idnT	589	0.2447	2.229e-07	6.1143
idnO	589	-0.2146	1.736e-05	5.3232
idnD	589	-0.3326	1.184e-14	8.5451
idnK	589	-0.3537	7.843e-17	9.1624
fecE	589	0.1189	0.2956	2.9006
fecD	589	0.04513	0.9059	1.0945
fecC	589	-0.1564	0.01324	3.8363
fecB	589	0.2495	1.046e-07	6.2423
fecA	589	-0.03422	0.927	0.8295
sgcE	589	-0.2412	3.822e-07	6.0216
nanC	589	-0.2185	1.026e-05	5.4244
gntP	589	0.366	3.441e-18	9.5301
uxuA	589	0.3737	4.537e-19	9.7623
uxuB	589	0.3875	1.041e-20	10.1834
yjjL	589	0.3854	1.857e-20	10.1198
yjjN	589	0.3709	9.539e-19	9.6777
fhuF	589	0.05081	0.8895	1.2327
yjjG	589	-0.0426	0.9118	1.0329
deoC	589	0.3539	7.546e-17	9.1670
deoA	589	0.1572	0.01231	3.8555
deoB	589	0.2204	7.864e-06	5.4750
deoD	589	0.3052	4.348e-12	7.7655
lplA	589	0.07726	0.7002	1.8776
serB	589	0.1969	0.0001656	4.8668
slt	589	-0.1184	0.3047	2.8900
yjjX	589	0.2787	7.266e-10	7.0297
ytjC	589	0.3259	5.345e-14	8.3520
glcF	589	-0.08268	0.6128	2.0101
frlC	589	-0.2102	3.113e-05	5.2087
dgoA	589	-0.3386	2.944e-15	8.7200
ytfR	589	-0.09185	0.3781	2.2348
thrL	589	0.2093	3.506e-05	5.1850
yaaX	589	0.1139	0.4173	2.7778
yaaA	589	-0.002812	0.9481	0.0681
yaaH	589	0.2306	1.863e-06	5.7413
yaaW	589	0.03004	0.9325	0.7281
htgA	589	-0.1406	0.05435	3.4417
yaaI	589	0.01474	0.9448	0.3571
dnaK	589	0.01929	0.9423	0.4675
dnaJ	589	0.0957	0.2295	2.3294
insL_1	589	-0.2611	1.564e-08	6.5535
yi82_1	589	-0.31	1.616e-12	7.9008
insA_1	589	-0.2834	3.052e-10	7.1591
rpsT	589	0.1729	0.00253	4.2538
yaaY	589	0.1078	0.6237	2.6276
lspA	589	-0.08777	0.4995	2.1347
fkpB	589	0.1737	0.002334	4.2731
caiE	589	-0.2434	2.739e-07	6.0791
caiA	589	-0.2321	1.495e-06	5.7810
fixA	589	-0.1247	0.1932	3.0453
fixB	589	-0.1686	0.003988	4.1430
fixC	589	-0.2198	8.537e-06	5.4594
fixX	589	-0.1222	0.2319	2.9840
yaaU	589	-0.2572	2.98e-08	6.4495
kefF	589	-0.04752	0.8996	1.1527
apaG	589	0.3383	3.203e-15	8.7094
rsmA	589	0.1423	0.04724	3.4828
surA	589	0.1421	0.04789	3.4788
lptD	589	0.1963	0.0001792	4.8501
djlA	589	-0.1143	0.4066	2.7872
yabP	589	-0.0666	0.8093	1.6173
rluA	589	-0.1367	0.07575	3.3424
hepA	589	0.2271	3.067e-06	5.6504
polB	589	0.3431	1.031e-15	8.8499
yabI	589	0.3221	1.237e-13	8.2429
leuL	589	0.06511	0.8201	1.5809
fruL	589	0.1576	0.01182	3.8662
mraZ	589	0.4215	3.796e-25	11.2601
rsmH	589	0.4068	3.651e-23	10.7893
ftsL	589	0.4222	2.976e-25	11.2847
ftsW	589	0.1299	0.1303	3.1737
ftsQ	589	0.3326	1.196e-14	8.5437
ftsA	589	0.3129	8.787e-13	7.9830
ftsZ	589	0.3243	7.566e-14	8.3070
secM	589	0.1516	0.02066	3.7163
secA	589	0.07679	0.7067	1.8659
b0100	589	-0.2386	5.696e-07	5.9522
yacG	589	-0.3084	2.245e-12	7.8561
zapD	589	-0.2783	7.731e-10	7.0204
b0105	589	-0.377	1.872e-19	9.8623
hofC	589	-0.2232	5.365e-06	5.5469
hofB	589	-0.03008	0.9325	0.7292
ppdD	589	-0.1896	0.0003969	4.6786
ampE	589	-0.07159	0.7664	1.7390
yacH	589	0.2264	3.379e-06	5.6326
yacL	589	0.3258	5.515e-14	8.3480
yacC	589	0.3983	4.583e-22	10.5215
yadG	589	0.2809	4.795e-10	7.0920
yadH	589	0.2932	4.75e-11	7.4298
yadI	589	-0.1091	0.5757	2.6582
yadE	589	-0.2937	4.321e-11	7.4433
yadD	589	-0.3428	1.113e-15	8.8405
yadC	589	-0.3071	2.954e-12	7.8185
yadK	589	-0.2982	1.763e-11	7.5705
yadL	589	-0.3226	1.112e-13	8.2569
yadM	589	-0.2996	1.351e-11	7.6079
htrE	589	-0.2283	2.59e-06	5.6814
yadV	589	-0.2103	3.047e-05	5.2129
yadN	589	-0.283	3.288e-10	7.1481
pcnB	589	0.05899	0.8561	1.4318
gluQ	589	0.1176	0.3237	2.8688
dksA	589	0.2078	4.229e-05	5.1476
ligT	589	0.3582	2.542e-17	9.2963
hrpB	589	0.3492	2.381e-16	9.0288
erpA	589	0.1438	0.04157	3.5199
yadS	589	-0.2774	9.125e-10	6.9954
degP	589	0.1072	0.6488	2.6124
yaeH	589	-0.07225	0.7598	1.7550
yaeI	589	-0.2414	3.685e-07	6.0279
b0165	589	0.09077	0.4135	2.2083
glnD	589	-0.3442	7.881e-16	8.8829
map	589	0.01255	0.9458	0.3041
rpsB	589	0.1889	0.0004293	4.6613
tsf	589	0.1585	0.01082	3.8895
frr	589	0.2468	1.596e-07	6.1711
rseP	589	0.2246	4.393e-06	5.5841
bamA	589	0.1854	0.0006419	4.5719
hlpA	589	0.3001	1.224e-11	7.6218
rnhB	589	0.3463	4.808e-16	8.9434
dnaE	589	0.4004	2.512e-22	10.5857
yaeR	589	0.2601	1.855e-08	6.5261
tilS	589	0.1674	0.004506	4.1128
rof	589	0.08201	0.6253	1.9936
yaeQ	589	0.4303	2.154e-26	11.5483
arfB	589	0.4279	4.712e-26	11.4702
nlpE	589	-0.1333	0.09971	3.2579
yaeF	589	-0.1642	0.006176	4.0338
yaeB	589	-0.03314	0.9286	0.8034
rcsF	589	0.2418	3.48e-07	6.0378
rrsH	589	-0.08153	0.6339	1.9818
rrfH	589	-0.1287	0.1427	3.1445
yafD	589	-0.1608	0.008653	3.9476
yafE	589	-0.2846	2.448e-10	7.1917
mltD	589	-0.3262	4.973e-14	8.3614
yafS	589	-0.34	2.153e-15	8.7589
rnhA	589	-0.1795	0.001246	4.4209
dnaQ	589	0.2598	1.961e-08	6.5171
yafT	589	-0.3329	1.121e-14	8.5520
yafU	589	-0.2776	8.735e-10	7.0020
yafV	589	0.36	1.607e-17	9.3503
ivy	589	0.2765	1.071e-09	6.9711
yafJ	589	-0.2235	5.093e-06	5.5566
yafK	589	0.2174	1.19e-05	5.3961
yafQ	589	-0.1419	0.04881	3.4733
yafL	589	-0.2505	8.87e-08	6.2698
rayT	589	-0.3069	3.075e-12	7.8131
lfhA	589	0.0903	0.4279	2.1968
lafU	589	-0.03712	0.9224	0.9000
dinB	589	0.2606	1.702e-08	6.5399
yafN	589	-0.2068	4.832e-05	5.1208
yafO	589	-0.2379	6.293e-07	5.9347
yafP	589	0.283	3.272e-10	7.1488
ykfJ	589	-0.05285	0.8825	1.2822
prfH	589	-0.09745	0.1485	2.3723
